ID,REFERENCES,SIO2,TIO2,AL2O3,FEOT,MNO,MGO,CAO,CR2O3,FE SKARN,AU  SKARN,CU  SKARN,ZN  SKARN,W  SKARN,MO  SKARN,SN  SKARN
4392,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",35.12,0,0.672,27.269,0.952,0.04,31.521,0.013,1,0,0,1,0,0,0
4393,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.12,0,4.01,21.59,0.216,0.36,32.96,0,0,0,0,0,0,0,1
4394,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.12,0,2.61,24.98,0.2,0.057,32.32,0,0,0,0,0,0,0,1
4395,Numerical modelling of rare earth element fractionation trends in garnet: a tool to monitor skarn evolution,35.12,0.05,0.92,26.793,0.61,0,32.29,0,1,0,1,0,0,0,0
4396,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.12,0,0.572,25,0.546,0.19,32.27,0,0,0,0,0,0,0,1
4397,"Mineralogy and fluid characteristics of the Waschleithe Zn skarn 每 a distal part of the Schwarzenberg mineral system, Erzgebirge, Germany",35.12,0,0.3,27.7,0.6,0,32.96,0,0,0,0,1,0,0,0
4398,"Garnet and scheelite as indicators of multi-stage tungsten mineralization in the Huangshaping deposit, southern Hunan province, China",35.12,0,0.28,27.17,1.04,0.45,32.91,0,0,0,0,0,1,0,0
4399,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.117,1.712,12.686,5.013,0.265,3.7,35.955,0,0,0,0,0,0,0,1
4400,Unveiling growth histories of multi-generational garnet in a single skarn deposit via newly-developed LA-ICP-MS Usingle bondPb dating of grandite,35.116,0,4.269,24.605,0.511,0.06,33.799,0,1,1,1,0,0,0,0
4401,"Fingerprinting the Hydrothermal Fluid Characteristics from LA-ICP-MS Trace Element Geochemistry of Garnet in the Yongping Cu Deposit, SE China",35.11,0,0.19,27.92,0.25,0.16,33.02,0.02,0,0,1,0,0,0,0
4402,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.11,0,1.166,26.44,0.222,0.131,33.14,0,0,0,0,0,0,0,1
4403,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.11,0,0.046,27.81,0.303,0.046,32.41,0,0,0,0,0,0,0,1
4404,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.11,0,0.349,27.4,0.304,0.078,32.32,0,0,0,0,0,0,0,1
4405,"Chemical composition and evolution of the garnets in the Astamal Fe-LREE distal skarn deposit, Qara-Dagh每Sabalan metallogenic belt, Lesser Caucasus, NW Iran",35.11,0.61,1.37,29.97,0.94,0.2,31.55,0,1,0,0,0,0,0,0
4406,"Garnet and scheelite as indicators of multi-stage tungsten mineralization in the Huangshaping deposit, southern Hunan province, China",35.11,0,1.91,28.08,0.34,0.05,33.59,0,0,0,0,0,1,0,0
4407,Sequential trace element analysis of zoned skarn garnet: Implications for multi-stage fluxing and flow of magmatic fluid into a skarn system,35.11,0.08,3.7,23.508,0.92,0.18,33.24,0,1,0,0,1,0,0,0
4408,"The Rare Earth Elements and Uranium in Garnets from the Beinn an Dubhaich Aureole, Skye, Scotland, UK: Constraints on Processes in a Dynamic Hydrothermal System",35.11,0,1.49,26.409,0.55,0.07,32.64,0,1,0,0,0,0,0,0
4409,"Geochemistry of the garnets in the Baiganhu W每Sn orefield, NW China",35.11,0.09,20.1,14.85,28.11,0.02,0.52,0,0,0,0,0,1,0,1
4410,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",35.104,0,0.029,28.143,0.887,0.042,31.431,0.03,1,0,0,1,0,0,0
4411,"Skarn Zonation of the Giant Jiama Cu-Mo-Au Deposit in Southern Tibet, SW China",35.104,0.016,0.321,28.409,0.379,0.041,31.829,0,0,1,1,0,0,1,0
4412,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.1,0.431,1.245,24.35,0.212,0.457,32.9,0,0,0,0,0,0,0,1
4413,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.1,0,1.638,25.22,0.545,0.057,31.92,0,0,0,0,0,0,0,1
4414,"Garnet and scheelite as indicators of multi-stage tungsten mineralization in the Huangshaping deposit, southern Hunan province, China",35.1,0,2.69,26.25,0.43,0.07,34.42,0,0,0,0,0,1,0,0
4415,Sequential trace element analysis of zoned skarn garnet: Implications for multi-stage fluxing and flow of magmatic fluid into a skarn system,35.1,0,3.49,23.328,0.89,0.16,33.16,0,1,0,0,1,0,0,0
4416,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.097,2.647,12.2,5.218,0.28,3.464,35.663,0,0,0,0,0,0,0,1
4417,"Skarn Zonation of the Giant Jiama Cu-Mo-Au Deposit in Southern Tibet, SW China",35.096,0.038,0.567,28.147,0.662,0.026,32.275,0,0,1,1,0,0,1,0
4418,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.095,3.018,12.242,4.898,0.228,3.31,36.085,0,0,0,0,0,0,0,1
4419,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",35.093,0,0.583,27.621,0.984,0.023,31.444,0,1,0,0,1,0,0,0
4420,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",35.092,0,0.097,29.729,0.381,0.115,31.53,0.038,1,0,0,1,0,0,0
4421,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.09,0,12.33,11.3,0.32,0.723,34.38,0,0,0,0,0,0,0,1
4422,"Skarn Zonation of the Giant Jiama Cu-Mo-Au Deposit in Southern Tibet, SW China",35.09,0,0.571,27.34,0.173,0.056,33.762,0,0,1,1,0,0,1,0
4423,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.09,0,0.022,27.77,0.318,0,32.67,0,0,0,0,0,0,0,1
4424,"Garnets in porphyry每skarn systems: A LA每ICP每MS, fluid inclusion, and stable isotope study of garnets from the Hongniu每Hongshan copper deposit, Zhongdian area, NW Yunnan Province, China",35.09,0,0.19,28.41,0.26,0.13,31.92,0,0,0,1,0,0,0,0
4425,Unveiling growth histories of multi-generational garnet in a single skarn deposit via newly-developed LA-ICP-MS Usingle bondPb dating of grandite,35.088,0,0.051,26.92,0.138,0.093,34.104,0,1,1,1,0,0,0,0
4426,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.08,0,0.846,26.29,0.644,0.054,31.95,0,0,0,0,0,0,0,1
4427,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.08,0,1.356,25.83,0.713,0.031,31.4,0,0,0,0,0,0,0,1
4428,Oscillatory zoning in skarn garnet: Implications for tungsten ore exploration,35.08,0.01,1.87,26.064,0.2,0.14,33.86,0,0,0,0,0,1,0,0
4429,"Chemical composition, genesis and exploration implication of garnet from the Hongshan Cu-Mo skarn deposit, SW China",35.08,1.76,9.1,16.58,0.58,0.18,33.77,0,0,0,1,0,0,1,0
4430,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",35.079,0,0.087,29.555,0.401,0.077,31.515,0,1,0,0,1,0,0,0
4431,"In Situ LA-ICP-MS of Zoned Garnets from the Huanggang Skarn Iron每Tin Polymetallic Deposit, Southeastern Mongolia, Northern China",35.076,0,0.006,27.964,0.925,0.003,33.347,0,1,0,0,0,0,0,1
4432,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",35.075,0,1.728,25.853,1.064,0.044,31.644,0.014,1,0,0,1,0,0,0
4433,"Discrete late Jurassic Sn mineralizing events in the Xianghualing Ore District, South China: Constraints from cassiterite and garnet U-Pb geochronology",35.07,1.23,15.04,5.96,0.27,1.71,33.97,0.03,0,0,0,0,0,0,1
4434,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.07,0.409,1.837,23.72,0.165,0.364,33.28,0,0,0,0,0,0,0,1
4435,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.07,0,0.209,28.15,0.137,0.063,32.87,0,0,0,0,0,0,0,1
4436,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.07,0.04,2.48,24.67,0.357,0.208,32.74,0,0,0,0,0,0,0,1
4437,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.07,0,1.41,25.18,0.233,0.109,32.73,0,0,0,0,0,0,0,1
4438,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.07,0,1.637,25.42,0.165,0.076,32.27,0,0,0,0,0,0,0,1
4439,"Chemical composition, genesis and exploration implication of garnet from the Hongshan Cu-Mo skarn deposit, SW China",35.07,0,0.11,27.72,0.19,0.12,32.93,0,0,0,1,0,0,1,0
4440,"Metasomatic changes during periodic fluid flux recorded in grandite garnet from the Weondong W-skarn deposit, South Korea",35.07,0,4.71,23.95,0.18,0.17,32.58,0,0,0,0,0,1,0,0
4441,Sequential trace element analysis of zoned skarn garnet: Implications for multi-stage fluxing and flow of magmatic fluid into a skarn system,35.07,0.03,0.13,27.309,2.41,0.11,31.11,0,1,0,0,1,0,0,0
4442,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.067,3.215,12.446,4.468,0.215,3.422,35.966,0,0,0,0,0,0,0,1
4443,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.066,2.576,12.23,5.281,0.304,3.398,35.97,0,0,0,0,0,0,0,1
4444,"Skarn Zonation of the Giant Jiama Cu-Mo-Au Deposit in Southern Tibet, SW China",35.066,0,0.016,28.409,0.216,0.052,32.702,0,0,1,1,0,0,1,0
4445,"Skarn Zonation of the Giant Jiama Cu-Mo-Au Deposit in Southern Tibet, SW China",35.062,0,0,28.303,0.218,0.016,33.757,0.008,0,1,1,0,0,1,0
4446,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.062,2.765,12.788,4.014,0.269,3.763,36.207,0,0,0,0,0,0,0,1
4447,"Garnet major and trace element evidence of the alteration and mineralizing processes associated with genesis of the Qiaomaishan skarn deposit, Xuancheng ore district, eastern China",35.062,0,0.411,29.229,0.319,0.036,33.222,0,0,0,1,0,1,0,0
4448,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.06,0,0.705,25.62,0,0.308,32.89,0,0,0,0,0,0,0,1
4449,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.06,0,1.214,23.9,0.234,0.6,32.87,0,0,0,0,0,0,0,1
4450,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.06,0,0.581,25.14,0.318,0.293,32.43,0,0,0,0,0,0,0,1
4451,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.06,0,0.043,27.72,0.218,0.033,32.37,0,0,0,0,0,0,0,1
4452,"Relationship between garnet skarn and W mineralization: A case study from the Tongshankou Cu-Mo-W deposit, Daye, Hubei",35.06,0,0.4,27.35,0.36,0.04,32.31,0,0,0,1,0,1,1,0
4453,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.06,0,2.23,25.17,0.29,0.071,32.23,0,0,0,0,0,0,0,1
4454,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.06,0,0.892,26.03,0.529,0.063,32,0,0,0,0,0,0,0,1
4455,"Major and trace elements analyses of garnet from the Haobugao Zn-Fe-Sn polymetallic deposit, northeast China: Implications for skarn formation and hydrothermal fluid evolution",35.06,0.07,10.81,17.43,0.93,0.03,35.09,0,1,0,0,1,0,0,1
4456,Unveiling growth histories of multi-generational garnet in a single skarn deposit via newly-developed LA-ICP-MS Usingle bondPb dating of grandite,35.06,0.019,5.806,22.669,0.598,0.05,33.257,0,1,1,1,0,0,0,0
4457,Oscillatory zoning in skarn garnet: Implications for tungsten ore exploration,35.06,0,1.71,26.478,0.15,0.18,33.06,0,0,0,0,0,1,0,0
4458,"Skarn Zonation of the Giant Jiama Cu-Mo-Au Deposit in Southern Tibet, SW China",35.054,0,0.248,28.194,0.203,0.041,33.191,0,0,1,1,0,0,1,0
4459,Unveiling growth histories of multi-generational garnet in a single skarn deposit via newly-developed LA-ICP-MS Usingle bondPb dating of grandite,35.053,0,4.954,23.584,0.555,0.058,33.908,0,1,1,1,0,0,0,0
4460,"Genesis of the Kaladawan Fe每Mo ore field in Altyn, Xinjiang, China: Constraints from mineralogy and geochemistry",35.05,0,0.94,27.17,0.24,0.17,35.18,0.04,1,0,0,0,0,1,0
4461,"Fingerprinting the Hydrothermal Fluid Characteristics from LA-ICP-MS Trace Element Geochemistry of Garnet in the Yongping Cu Deposit, SE China",35.05,0.03,1.77,26.54,0.21,0.07,33.71,0.01,0,0,1,0,0,0,0
4462,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.05,2.632,12.322,5.19,0.296,3.324,35.755,0,0,0,0,0,0,0,1
4463,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.05,0,2.22,24.33,0.203,0.198,32.76,0,0,0,0,0,0,0,1
4464,"Garnet and scheelite as indicators of multi-stage tungsten mineralization in the Huangshaping deposit, southern Hunan province, China",35.05,0,1.91,27.58,0.38,0.09,33.95,0,0,0,0,0,1,0,0
4465,"Metasomatic changes during periodic fluid flux recorded in grandite garnet from the Weondong W-skarn deposit, South Korea",35.05,0.02,4.71,24.543,0.27,0.11,32.62,0,0,0,0,0,1,0,0
4466,"Garnet and scheelite as indicators of multi-stage tungsten mineralization in the Huangshaping deposit, southern Hunan province, China",35.05,0.09,0.44,27.99,0.87,0.51,31.27,0,0,0,0,0,1,0,0
4467,"Garnet and scheelite as indicators of multi-stage tungsten mineralization in the Huangshaping deposit, southern Hunan province, China",35.05,0.09,0.23,29.31,1.13,0.31,30.43,0,0,0,0,0,1,0,0
4468,Unveiling growth histories of multi-generational garnet in a single skarn deposit via newly-developed LA-ICP-MS Usingle bondPb dating of grandite,35.049,1.865,7.297,18.977,0.535,0.121,34.528,0,1,1,1,0,0,0,0
4469,"Garnet major and trace element evidence of the alteration and mineralizing processes associated with genesis of the Qiaomaishan skarn deposit, Xuancheng ore district, eastern China",35.049,0,0.318,29.856,0.474,0.048,33.144,0,0,0,1,0,1,0,0
4470,"In Situ LA-ICP-MS of Zoned Garnets from the Huanggang Skarn Iron每Tin Polymetallic Deposit, Southeastern Mongolia, Northern China",35.045,0.016,0.373,26.663,0.269,0.113,33.778,0.008,1,0,0,0,0,0,1
4471,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",35.043,0,0.069,27.833,0.876,0.051,31.451,0.028,1,0,0,1,0,0,0
4472,"Garnet major and trace element evidence of the alteration and mineralizing processes associated with genesis of the Qiaomaishan skarn deposit, Xuancheng ore district, eastern China",35.043,0,0,30.035,0.222,0.042,33.295,0,0,0,1,0,1,0,0
4473,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",35.041,0,0.288,28.001,0.948,0.035,31.51,0,1,0,0,1,0,0,0
4474,Unveiling growth histories of multi-generational garnet in a single skarn deposit via newly-developed LA-ICP-MS Usingle bondPb dating of grandite,35.041,0.711,5.008,23.937,0.637,0.108,33.054,0,1,1,1,0,0,0,0
4475,"Origin and evolution of the calcic and magnesian skarns hosting the El Valle-Boin芍s copper每gold deposit, Asturias (Spain)",35.04,0,0.54,28.506,0.06,0.07,33.35,0.03,0,1,1,0,0,0,0
4476,"Decoding the oxygen fugacity of ore-forming fluids from garnet chemistry, the Longgen skarn Pb-Zn deposit, Tibet",35.04,0,0.1,28.43,0,0.02,34.8,0,0,0,0,1,0,0,0
4477,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.04,0.209,2.3,23.65,0.166,0.356,33.34,0,0,0,0,0,0,0,1
4478,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.04,0.348,2.37,23.52,0.137,0.382,33.15,0,0,0,0,0,0,0,1
4479,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.04,0.059,1.63,23.15,0.222,0.528,33.13,0,0,0,0,0,0,0,1
4480,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.04,0.102,1.572,23.68,0.151,0.325,33.01,0,0,0,0,0,0,0,1
4481,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.04,0,0.023,27.82,0.341,0.035,32.6,0,0,0,0,0,0,0,1
4482,"Relationship between garnet skarn and W mineralization: A case study from the Tongshankou Cu-Mo-W deposit, Daye, Hubei",35.04,0,0.75,26.62,0.29,0.06,32.56,0,0,0,1,0,1,1,0
4483,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.04,0,0.045,27.99,0.231,0.032,32.41,0,0,0,0,0,0,0,1
4484,Sequential trace element analysis of zoned skarn garnet: Implications for multi-stage fluxing and flow of magmatic fluid into a skarn system,35.04,0,0.31,27.747,1.3,0.22,32.11,0,1,0,0,1,0,0,0
4485,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",35.031,0,0.624,27.558,0.975,0.037,31.421,0.01,1,0,0,1,0,0,0
4486,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.031,2.363,12.476,4.92,0.272,3.537,35.949,0,0,0,0,0,0,0,1
4487,Unveiling growth histories of multi-generational garnet in a single skarn deposit via newly-developed LA-ICP-MS Usingle bondPb dating of grandite,35.031,0.044,3.625,25.115,0.607,0.066,33.557,0,1,1,1,0,0,0,0
4488,"Genesis of the Kaladawan Fe每Mo ore field in Altyn, Xinjiang, China: Constraints from mineralogy and geochemistry",35.03,0,1.22,26.84,0.7,0.01,34.76,0.09,1,0,0,0,0,1,0
4489,"Two generations of garnets and their relevance for the hydrothermal fluid evolution of the Hongyuntan deposit, NW China ",35.03,0.19,4.5,23.72,0.36,0.09,33.08,0.07,1,0,0,0,0,0,0
4490,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.03,0,0.026,27.98,0.189,0.21,32.68,0,0,0,0,0,0,0,1
4491,"In Situ LA-ICP-MS of Zoned Garnets from the Huanggang Skarn Iron每Tin Polymetallic Deposit, Southeastern Mongolia, Northern China",35.029,0,0.08,27.624,0.294,0.05,33.863,0,1,0,0,0,0,0,1
4492,"Garnet major and trace element evidence of the alteration and mineralizing processes associated with genesis of the Qiaomaishan skarn deposit, Xuancheng ore district, eastern China",35.026,0,0.073,29.569,0.767,0.237,33.17,0,0,0,1,0,1,0,0
4493,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.02,0,5.44,20.79,0.595,0.059,33.6,0,0,0,0,0,0,0,1
4494,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.02,0,0.077,27.28,0,0.117,33.04,0,0,0,0,0,0,0,1
4495,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.02,0.116,0.806,25.91,0.217,0.218,32.96,0,0,0,0,0,0,0,1
4496,"Two generations of garnets and their relevance for the hydrothermal fluid evolution of the Hongyuntan deposit, NW China ",35.02,0.19,4.26,24.06,0.35,0.04,32.86,0,1,0,0,0,0,0,0
4497,"In Situ LA-ICP-MS of Zoned Garnets from the Huanggang Skarn Iron每Tin Polymetallic Deposit, Southeastern Mongolia, Northern China",35.011,0,1.139,25.95,0.376,0.161,33.675,0.001,1,0,0,0,0,0,1
4498,"Skarn Zonation of the Giant Jiama Cu-Mo-Au Deposit in Southern Tibet, SW China",35.011,0,0.195,28.183,0.242,0.311,32.666,0,0,1,1,0,0,1,0
4499,"In Situ LA-ICP-MS of Zoned Garnets from the Huanggang Skarn Iron每Tin Polymetallic Deposit, Southeastern Mongolia, Northern China",35.01,0.012,0.929,26.89,0.362,0,33.529,0.016,1,0,0,0,0,0,1
4500,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.01,2.742,12.954,3.878,0.296,3.735,36.256,0,0,0,0,0,0,0,1
4501,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.01,0.661,0.37,26.12,0.222,0.194,33.11,0,0,0,0,0,0,0,1
4502,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35.01,0,2.68,24.8,0.275,0.063,32.46,0,0,0,0,0,0,0,1
4503,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",35.007,0,0.743,27.179,1.32,0.015,30.833,0.005,1,0,0,1,0,0,0
4504,Unveiling growth histories of multi-generational garnet in a single skarn deposit via newly-developed LA-ICP-MS Usingle bondPb dating of grandite,35.004,0.004,5.095,23.386,0.542,0.066,33.521,0,1,1,1,0,0,0,0
4505,"Garnet major and trace element evidence of the alteration and mineralizing processes associated with genesis of the Qiaomaishan skarn deposit, Xuancheng ore district, eastern China",35.004,0,0.379,29.406,0.602,0.121,32.825,0,0,0,1,0,1,0,0
4506,Unveiling growth histories of multi-generational garnet in a single skarn deposit via newly-developed LA-ICP-MS Usingle bondPb dating of grandite,35.002,0,0.409,27.412,0.16,0.044,34.212,0.011,1,1,1,0,0,0,0
4507,"The Age and Origin of the Ruwai Polymetallic Skarn Deposit, Indonesia: Evidence of Cretaceous Mineralization in the Central Borneo Metallogenic Belt",35.002,0,0.072,28.064,0.771,0.031,31.304,0,1,0,0,1,0,0,0
4508,REE in skarn systems: A LA-ICP-MS study of garnets from the Crown Jewel gold deposit,35,0,0.26,27.998,0.08,0,32.23,0.09,0,1,0,0,0,0,0
4509,"Using garnet geochemistry discriminating different skarn mineralization systems: Perspective from Huangshaping W-Mo-Sn-Cu polymetallic deposit, South China",35,0,0.154,27.759,1.252,0.144,31.999,0.016,0,0,1,0,1,1,1
4510,"Decoding the oxygen fugacity of ore-forming fluids from garnet chemistry, the Longgen skarn Pb-Zn deposit, Tibet",35,0,0.89,27.41,0.08,0,34.66,0,0,0,0,1,0,0,0
4511,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,35,0,0.028,27.94,0.27,0.033,32.5,0,0,0,0,0,0,0,1
4512,"Chemical composition, genesis and exploration implication of garnet from the Hongshan Cu-Mo skarn deposit, SW China",35,0.05,11.81,12.91,0.26,0.09,37.48,0,0,0,1,0,0,1,0
4513,"LA-ICP-MS trace element geochemistry of garnets: Constraints on hydrothermal fluid evolution and genesis of the Xinqiao Cu每S每Fe每Au deposit, eastern China",35,0.57,3.08,26.34,0.32,0.12,32.87,0,1,1,1,0,0,0,0
4514,Sequential trace element analysis of zoned skarn garnet: Implications for multi-stage fluxing and flow of magmatic fluid into a skarn system,35,0.02,0.45,27.801,1.42,0.16,32.14,0,1,0,0,1,0,0,0
4515,Sequential trace element analysis of zoned skarn garnet: Implications for multi-stage fluxing and flow of magmatic fluid into a skarn system,35,0,0.54,27.81,1.51,0.2,32.08,0,1,0,0,1,0,0,0
4516,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,34.999,2.612,12.133,5.27,0.283,3.364,35.742,0,0,0,0,0,0,0,1
4517,"Skarn Zonation of the Giant Jiama Cu-Mo-Au Deposit in Southern Tibet, SW China",34.997,0,1.432,25.806,0.192,0.034,33.637,0.004,0,1,1,0,0,1,0
4518,"In Situ LA-ICP-MS of Zoned Garnets from the Huanggang Skarn Iron每Tin Polymetallic Deposit, Southeastern Mongolia, Northern China",34.996,0.001,0.4,26.664,0.315,0.172,33.927,0,1,0,0,0,0,0,1
4519,"Skarn Zonation of the Giant Jiama Cu-Mo-Au Deposit in Southern Tibet, SW China",34.995,0,3.074,24.71,0.159,0.077,33.514,0.002,0,1,1,0,0,1,0
4520,"Garnet major and trace element evidence of the alteration and mineralizing processes associated with genesis of the Qiaomaishan skarn deposit, Xuancheng ore district, eastern China",34.993,0,0.473,30.299,0.705,0.073,32.499,0,0,0,1,0,1,0,0
4521,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,34.99,0,2.04,24.78,0.15,0.151,33.01,0,0,0,0,0,0,0,1
4522,"Relationship between garnet skarn and W mineralization: A case study from the Tongshankou Cu-Mo-W deposit, Daye, Hubei",34.99,0,0.28,28.15,0.23,0,32.78,0,0,0,1,0,1,1,0
4523,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,34.99,0,2.64,25.08,0.241,0.063,32.13,0,0,0,0,0,0,0,1
4524,"Chemical composition, genesis and exploration implication of garnet from the Hongshan Cu-Mo skarn deposit, SW China",34.99,0.11,6.87,20.38,0.48,0.12,33.4,0,0,0,1,0,0,1,0
4525,Sequential trace element analysis of zoned skarn garnet: Implications for multi-stage fluxing and flow of magmatic fluid into a skarn system,34.99,0.03,0.73,27.504,1.6,0.21,32.05,0,1,0,0,1,0,0,0
4526,Unveiling growth histories of multi-generational garnet in a single skarn deposit via newly-developed LA-ICP-MS Usingle bondPb dating of grandite,34.986,0.064,4.409,23.722,0.499,0.113,33.679,0,1,1,1,0,0,0,0
4527,"Garnet major and trace element evidence of the alteration and mineralizing processes associated with genesis of the Qiaomaishan skarn deposit, Xuancheng ore district, eastern China",34.986,0,0.329,30.166,0.819,0.06,32.495,0,0,0,1,0,1,0,0
4528,"Decoding the oxygen fugacity of ore-forming fluids from garnet chemistry, the Longgen skarn Pb-Zn deposit, Tibet",34.98,0,13.22,11.79,0.06,0,37.55,0.06,0,0,0,1,0,0,0
4529,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,34.98,0.125,1.93,23.28,0.226,0.416,33.15,0,0,0,0,0,0,0,1
4530,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,34.98,0,3.28,21.91,0.315,0.493,32.85,0,0,0,0,0,0,0,1
4531,Mineral chemistry of the Geyer SW tin skarn deposit: understanding variable fluid/rock ratios and metal fluxes,34.98,0,0.006,27.73,0.288,0,32.56,0,0,0,0,0,0,0,1
